additional_information,ESGBERT/EnvRoBERTa-environmental_label,climatebert/environmental-claims_label,climatebert/renewable_label,all,relevant_for_the_environment,reason,id,year,reporting_party,recipient_country_region_project_programme,recipient,recipient_continent_or_region,assigned_geography,usd,euro,corrected_usd,status,funding_source,type_of_support,financial_instrument,sector,africa,latin_america_the_caribbean,north_america,middle_east,mediterranean,asia,europe,oceania,global,multicontinent_or_global,continent_unspecified
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40475,2016,italy,Mozambique / Mozambique / Africa (South of Sahara) / Support for the educational and social center in Mocodoene (Mozambique),mozambique,,africa,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),True,False,False,False,False,False,False,False,False,False,False
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40476,2016,italy,Angola / Angola / Africa (South of Sahara) / Support for the educational and social center in Luanda (Angola),angola,,africa,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),True,False,False,False,False,False,False,False,False,False,False
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40477,2016,italy,Brazil / Brazil / America (South America) / Support for the educational and social center in Fortaleza and Ibaretama (Brazil),brazil,,latin america and the caribbean,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),False,True,False,False,False,False,False,False,False,False,False
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40478,2016,italy,Brazil / Brazil / America (South America) / Support for the educational and social center in Uniao da Vitoria (Brazil),brazil,,latin america and the caribbean,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),False,True,False,False,False,False,False,False,False,False,False
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40479,2016,italy,Angola / Angola / Africa (South of Sahara) / Support for the educational and social center in Lucala (Angola),angola,,africa,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),True,False,False,False,False,False,False,False,False,False,False
Support for educational and social activities for youth and children,0,0,0,0,no,Project supports youth and children's education and social activities,40480,2016,italy,Brazil / Brazil / America (South America) / Support for the educational and social center in Curitiba (Brazil),brazil,,latin america and the caribbean,884.66,800.0,884.66,Committed,ODA,cross-cutting,Grant,Other (Other social infrastructure and services),False,True,False,False,False,False,False,False,False,False,False
Implementing solidarity-based initiatives aimed at supporting repatriated refugees in Sbrerenica and Milici in Bosnia,0,0,0,0,no,"The project supports the reintegration of refugees into society, but it does not involve environmental protection or improvement.",40579,2016,italy,Bosnia and Herzegovina / Bosnia and Herzegovina / Europe / Rendene in Bosnia. Living in peace again,bosnia and herzegovina,,europe,82671.68,74760.0,82671.68,Committed,ODA,cross-cutting,Grant,Agriculture,False,False,False,False,False,False,True,False,False,False,False
Support in agro-pastoral area: construction of a capacity building center for rural organizations,0,0,1,1,no,"The project description mentions building a capacity center for rural organizations, but it does not specify whether it is an environmental project or not. Therefore, I am classifying it as 'not relevant for the environment' for now, but it could be re-evaluated if more information becomes available.",40615,2016,italy,Democratic Republic of the Congo / Democratic Republic of the Congo / Africa (South of Sahara) / Support in agro-pastoral area,congo,,africa,36453.83,32965.2,36453.83,Committed,ODA,cross-cutting,Grant,Other (Rural Development),True,False,False,False,False,False,False,False,False,False,False
Training for economic development and the fight against poverty in rural areas,0,0,0,0,no,"The project aims to promote economic development and reduce poverty in rural areas, which are not directly related to environmental protection or improvement.",40619,2016,italy,Paraguay / Paraguay / America (South America) / Training for economic development and the fight against poverty in rural areas,paraguay,,latin america and the caribbean,30112.13,27230.4,30112.13,Committed,ODA,cross-cutting,Grant,Other (Rural Development),False,True,False,False,False,False,False,False,False,False,False
"Improving the living conditions among women in the Andhra Pradesh region, by training beneficiaries on entrepreneurship skills, starting income-generating activities, providing literacy courses, raising awareness within the community",0,0,0,0,no,"The project is focused on social and economic development among women, promoting entrepreneurship and literacy.",40628,2016,italy,India / India / Asia (South & Central Asia) / Let's give credit to her!,india,,asia,11279.44,10200.0,11279.44,Committed,ODA,cross-cutting,Grant,Other (Rural Development),False,False,False,False,False,True,False,False,False,False,False
"Providing socio-economic support to local vulnerable groups through training, capacity-building and microcredit opportunities.",0,0,0,0,no,"The project's description focuses on socio-economic support, without any mention or implication of environment-related activities.",40631,2016,italy,Tanzania / Tanzania / Africa (South of Sahara) / MA.MBO! Maendeleo ya mbobo (Development toward fertility),tanzania,,africa,6634.97,6000.0,6634.97,Committed,ODA,cross-cutting,Grant,Other (Rural Development),True,False,False,False,False,False,False,False,False,False,False
"The medical centre of 1.500 sm for a rural and poor population of about 30.000 inhabitants includes first aid, maternity ward, pedriatrics, general and specialist medicine, hospitalization, pharmacy, ambulance, training courses for women of hygiene, food security, nutrition, prevention. Free open days to prevent hypertension, diabetes, ocular and dermatolic diseases.",0,0,0,0,no,"Project description includes provisions for medical care, training for women on hygiene and food security, and free preventive services. While these are important, they do not clearly address environmental sustainability.",40652,2016,italy,"Côte d'Ivoire / Côte d'Ivoire / Africa (South of Sahara) / Construction, equipment and management of a medical centre",côte d'ivoire,,africa,4763.91,4308.0,4763.91,Committed,ODA,adaptation,Grant,Other (Health Basic),True,False,False,False,False,False,False,False,False,False,False
